0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
1.8900954,2.0756845,0.0,2.308567,1.6752256,1.6808279,1.4973884,1.6544113,2.360854,2.1282318,0.0,0.0,0.0,1.5830939,0.0,1.22083,0.0,2.4638534,0.0,0.0,1.2267123,0.0,2.4336133,2.3551776,0.0,2.3282528,2.4578779,1.7647308,1.9851309,1.5623463,1.2892326,2.241773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3056265,0.0,1.9169226,1.3402504,0.0,0.0,0.0,1.9987737,1.5602477,2.055405,0.0,0.0,0.0,1.4951488,0.0,0.0,0.0,0.0,2.3360198,0.79299253,1.9516082,1.7783364,2.1938856,2.1505988,2.195,1.7011051,0.0,0.0,1.5282278,2.398804,1.4770488,0.0,2.3350523,2.5541217,0.0,2.09433,0.0,1.4516138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.036012,2.2648833,1.5325569,0.0,2.6693094,2.1435893,0.0,0.0,1.3887912,0.0,0.0
1.8855534,1.7800242,0.0,2.036012,1.5107219,1.9006139,0.0,1.8946168,2.2533948,1.8578593,1.6733513,0.0,0.0,1.7664417,1.3609766,1.6253113,0.8671005,2.437116,0.0,0.0,0.0,0.0,2.4492795,2.2502387,0.0,2.1983352,2.4484155,1.446919,1.5810385,1.90806,1.5993875,2.2628043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8309802,1.8484548,0.0,0.0,1.0152307,1.729884,0.0,1.2296406,0.0,0.81536484,0.0,0.0,0.0,0.0,0.0,0.0,2.265921,0.0,1.9657128,1.9865036,2.2115657,2.0373166,1.9837563,1.9373018,0.0,0.0,0.0,2.3125355,1.9154509,1.4231083,2.0476928,2.5160823,1.773256,2.1174595,0.0,1.2781522,0.0,1.3962446,0.0,0.0,0.0,0.0,0.0,1.8870697,1.9892433,0.0,0.0,2.5982354,1.7155981,0.0,0.0,0.0,0.0,0.0
2.05027,2.0794415,0.0,2.0333977,1.3480731,2.0906286,0.0,1.9768549,2.4006188,2.2005525,1.9329697,0.0,1.0986123,1.8341802,0.0,1.8148247,1.4655676,2.4553063,0.0,1.0260416,1.6134299,0.0,2.4857397,2.338917,0.0,2.3145137,2.4748564,1.8277699,2.052841,0.0,1.9213247,2.441477,1.5303947,0.0,0.0,0.0,1.6658182,0.0,0.0,0.0,1.6272779,0.0,2.0906286,0.0,0.0,0.0,1.8437192,2.0464017,0.0,1.9373018,0.0,0.0,1.6389967,0.0,0.0,0.0,0.0,0.0,2.3795462,0.0,2.0515563,1.7011051,2.3025851,2.2586331,2.2544446,1.9768549,0.0,0.0,0.0,2.465554,1.742219,0.0,2.3494687,2.6034303,0.0,2.3795462,0.0,1.3217559,0.0,1.607436,0.0,0.0,0.0,0.0,0.0,1.9530276,2.2049723,1.2781522,0.0,2.698673,2.162173,0.0,0.0,0.0,0.0,0.0
1.8468788,1.7850705,0.0,2.16791,1.7227666,1.7281095,0.0,0.0,2.260721,1.5623463,1.7850705,0.0,0.0,1.7766458,0.0,1.427916,1.4973884,2.4042387,0.0,0.0,1.4231083,0.0,2.38968,2.2460148,0.0,2.0438144,2.4132316,0.36464313,1.446919,1.8916048,1.660131,2.0719132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0307763,1.425515,0.0,0.0,0.0,2.1329823,1.011601,1.8855534,0.0,0.0,0.0,0.70803577,0.0,0.0,0.0,0.0,2.179287,0.0,2.1234584,1.8547343,2.3233676,1.8148247,1.7817091,1.6563215,0.0,0.0,1.7155981,2.1482677,1.7833912,1.0473189,2.163323,2.5071573,1.2441546,1.8946168,0.0,1.6311994,0.0,0.83724755,0.0,0.0,0.0,0.88789123,0.0,1.2669476,2.070653,1.7681496,0.0,2.614472,2.0515563,0.0,0.0,1.6714733,0.0,0.0
1.7083778,1.8213183,0.0,1.943049,1.8547343,1.8547343,0.0,1.7783364,2.2115657,1.9501867,1.6808279,0.0,0.0,1.6544113,0.0,1.704748,0.0,2.4965057,0.0,0.0,1.9095426,0.0,2.4756978,2.2470725,0.0,2.260721,2.4484155,0.0,0.48242614,1.166271,1.8453002,2.3924258,1.4609379,0.7793249,0.0,0.0,0.0,0.0,0.0,0.0,1.7457155,0.0,1.4951488,0.0,0.0,0.0,1.2237754,2.1494339,0.0,1.8656293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2385798,1.658228,2.1294215,1.9035989,2.2772672,2.093098,2.177022,1.7387103,0.0,0.0,0.0,2.5564518,1.5347143,1.3083328,2.213754,2.4956818,1.0508217,2.1482677,0.0,1.6677068,0.0,0.0,1.9501867,0.0,0.0,0.0,0.0,1.9021075,1.96851,1.733424,0.0,2.6518326,2.0202222,0.0,0.0,0.0,0.0,0.0
1.7664417,1.6752256,1.3428648,2.1065702,0.99694866,1.8687205,0.0,1.9947003,2.2533948,2.09433,0.0,0.0,0.0,1.7850705,0.0,1.8389611,1.7387103,2.4318573,0.0,0.0,0.9820785,0.0,2.4105422,2.3174736,0.0,2.1644719,2.4362414,1.686399,1.3083328,0.3852624,1.6563215,2.3636801,1.0367368,0.0,0.86288995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9198595,1.7245507,1.0715836,0.0,0.0,1.7191888,0.90825856,1.9530276,0.0,1.4231083,0.0,1.0473189,0.0,0.0,0.0,0.0,2.1282318,1.4632554,1.8148247,1.7749523,2.1329823,2.089392,2.0856721,2.0055258,0.0,0.0,1.453953,2.503074,1.7404661,0.0,2.2027647,2.5710843,0.0,2.182675,0.0,1.4632554,0.0,1.4516138,1.9600948,0.0,0.0,0.0,0.0,1.6900958,2.1517622,1.2383742,0.0,2.62684,2.11505,1.401183,0.0,0.0,0.0,0.0
1.7900914,1.7664417,0.0,1.7950872,1.3686395,1.7800242,0.0,1.4303112,2.242835,1.6733513,0.0,0.0,0.0,1.6448051,0.0,1.7281095,1.4374627,2.3504224,0.0,0.0,0.0,0.0,2.4362414,2.2093728,0.0,2.1882958,2.343727,1.5018528,2.0451088,1.3083328,1.5912739,2.272126,1.7698547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6620303,1.446919,0.0,0.0,1.9712994,2.1329823,0.0,1.8148247,0.0,0.0,1.2499018,0.65752,0.0,0.0,0.0,1.1314021,2.2192035,1.3137237,1.893112,1.773256,2.179287,2.055405,1.9699056,1.8017098,0.0,0.756122,1.5040774,2.3494687,1.7578579,0.0,2.1234584,2.5022552,1.5789787,2.3174736,0.0,1.408545,0.0,0.9001613,0.0,0.0,0.0,0.0,0.0,1.2354715,2.014903,0.0,0.8586616,2.621039,2.141242,0.0,0.0,0.9858168,0.0,0.0
1.7209793,1.0367368,0.0,1.7749523,1.5062971,1.9919755,0.0,2.11505,2.3125355,1.7595806,1.8196988,0.0,0.0,1.0750024,0.6881346,1.954445,1.5195132,2.3214068,0.0,0.0,0.0,0.0,2.4956818,2.2731562,0.0,2.2027647,2.4561641,1.6695918,2.0438144,1.9271641,1.8389611,2.1747518,1.6114359,0.0,0.0,0.0,0.0,0.0,0.0,1.2725656,0.0,0.0,1.7029283,0.9820785,0.0,0.0,0.0,1.9600948,1.2669476,1.8325815,0.0,0.0,1.7474592,1.5830939,1.3428648,0.0,0.0,0.0,2.2385798,0.0,2.0281482,1.329724,2.266958,2.1656191,2.098018,1.8702625,1.5602477,0.0,0.0,2.1916535,1.8748744,0.0,2.2544446,2.5185027,0.0,2.3379521,0.0,1.8261609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8779372,2.1270406,0.0,0.0,2.6419103,1.8066481,0.0,0.0,0.0,0.0,0.0
1.7950872,2.065596,0.0,1.8718022,1.6826884,1.9865036,0.0,0.0,2.2321627,2.2364452,1.6937791,0.0,0.0,1.6639261,0.7275486,1.8609746,1.1216775,2.4680996,0.0,0.0,1.7387103,1.6014057,2.4087453,2.3015845,0.0,2.1656191,2.4239173,0.0,1.4231083,1.2919837,1.7101878,2.4379897,0.0,0.0,1.1693814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.074429,1.6114359,1.541159,0.0,1.6253113,1.8082888,1.2612978,1.9035989,0.0,0.0,1.729884,0.0,0.63657683,0.0,0.0,0.0,2.2364452,0.0,2.179287,1.9257075,2.248129,2.1174595,2.177022,1.508512,0.9932518,0.0,1.3428648,2.4997952,1.7474592,0.0,2.203869,2.532903,0.0,1.8609746,0.0,0.77472717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8389611,1.9987737,0.0,1.1969482,2.6553524,1.9198595,0.0,0.0,0.0,0.0,0.0
1.6826884,1.9878744,0.0,2.0541236,1.7263317,1.8809906,1.8131948,1.7561322,2.3589654,2.008214,1.8357763,0.0,0.0,1.6486586,1.2947272,2.0068707,0.0,2.308567,0.0,0.0,1.6505798,1.0612565,2.401525,2.1090004,0.0,2.2915242,2.5265284,1.9329697,1.0612565,1.6370531,2.0095553,2.3446863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1701958,0.0,0.0,0.94000727,1.6544113,1.9516082,1.7209793,1.8656293,0.0,0.0,0.0,0.0,1.410987,0.0,0.0,1.3584092,2.3749058,0.0,1.9586854,1.8293763,2.2741857,2.1747518,2.0438144,2.182675,0.0,0.0,0.0,2.2343063,1.7387103,0.0,2.2823825,2.540026,0.0,2.036012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7369512,1.9257075,1.9851309,1.9125011,1.3660916,2.6672282,2.0333977,0.0,0.0,0.0,0.0,0.0
