0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
1.9095426,1.8687205,0.0,2.0320878,1.7950872,2.141242,0.0,1.9006139,2.2834022,1.9768549,1.6193882,0.0,0.0,1.3137237,0.0,0.0,1.4206958,2.3243465,0.0,0.0,0.0,0.0,2.4265711,2.2192035,0.0,2.1667655,2.4221444,1.5325569,0.0,1.8066481,1.7474592,2.1838017,1.4516138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9657128,0.0,0.0,0.0,1.6213665,2.0028305,0.0,1.7029283,0.0,0.0,0.0,1.2383742,1.4327008,0.0,0.0,0.0,2.244956,0.0,2.0122328,0.9477894,2.1667655,2.004179,2.1329823,2.0605135,0.0,0.0,1.3558352,2.3456445,1.773256,1.6253113,2.1471002,2.4748564,0.0,1.9643112,0.0,1.7664417,0.0,1.2354715,0.7371641,0.0,0.0,0.0,0.0,1.7900914,1.943049,1.2753628,1.3912818,2.6063867,1.974081,0.0,0.0,1.5748465,0.0,0.0
1.893112,1.9671123,0.0,2.1482677,1.9768549,2.095561,1.6974487,2.0412204,2.338917,2.3282528,1.8718022,0.0,1.1281711,1.3912818,0.0,1.4303112,1.2947272,2.4388628,0.0,0.0,1.508512,0.0,2.4256873,2.3223877,0.0,2.222459,2.569554,1.4374627,1.9712994,1.5748465,2.0202222,2.4458194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0425181,0.0,1.6956156,0.0,1.7664417,1.3987169,1.6900958,1.403643,0.0,0.0,0.0,0.81536484,0.0,0.0,0.0,1.607436,2.320425,1.2325603,2.2082744,2.0202222,2.3015845,2.248129,2.2460148,2.339881,1.4158531,0.0,1.729884,2.2679937,1.9035989,0.0,2.2289386,2.5470986,0.0,1.957274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.065596,1.4929041,1.6409366,2.1540852,2.0268316,1.7101878,2.700018,2.163323,0.0,0.0,0.0,1.7083778,0.0
1.6639261,1.7011051,0.0,2.11505,1.3862944,1.9344158,0.0,1.1878434,2.2884862,1.773256,1.3711808,0.0,0.0,1.6974487,0.0,1.7439688,1.2612978,2.3702438,0.0,0.0,1.3812819,0.0,2.3174736,1.8033586,0.0,2.171337,2.5257287,0.0,1.5195132,0.0,1.2753628,2.4344902,1.2237754,0.0,0.0,0.0,0.0,0.0,0.0,1.2383742,0.0,0.0,1.8405496,2.0320878,0.0,0.0,0.0,1.6486586,1.8066481,2.4078455,0.0,0.0,0.0,0.0,0.0,0.0,1.8764069,0.0,2.313525,0.8241754,1.8196988,1.7173951,2.244956,1.9851309,2.213754,2.1029139,1.8389611,0.0,0.0,2.0869136,1.7351891,0.0,1.9139771,2.5431755,0.0,1.8946168,0.0,0.53649336,0.0,1.4231083,0.0,0.0,0.0,0.0,0.0,1.7439688,1.8213183,1.7749523,1.5347143,2.636912,2.064328,0.0,0.0,0.0,0.0,0.0
1.8687205,1.8050047,0.0,2.1552446,0.63657683,1.6428727,0.0,1.401183,2.3804717,2.0188951,1.9586854,0.0,0.0,1.8033586,0.0,2.0464017,1.8453002,2.2955604,0.0,0.0,0.0,0.0,2.506342,2.2679937,0.0,2.2975726,2.4544475,1.6808279,1.2809339,1.5810385,1.943049,2.296567,1.7800242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7613002,2.0068707,1.5151272,0.0,0.0,2.1198635,0.0,1.8794651,0.0,1.4906543,0.0,0.74193734,0.0,0.0,0.0,0.0,2.177022,0.0,1.8594182,1.8500284,2.2575877,2.0881536,2.1838017,1.6272779,0.0,1.6677068,0.0,2.266958,1.5282278,1.2089603,2.3095608,2.5257287,0.0,2.0769384,0.0,1.3110318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.068153,2.091864,1.2149128,0.0,2.6803365,2.0451088,0.0,0.0,0.0,0.0,0.0
1.5581446,1.856298,0.0,2.0605135,1.5993875,1.8148247,0.0,1.8066481,2.340844,2.0373166,0.0,0.0,0.0,1.8099267,0.0,1.6174061,1.5851452,2.372111,0.0,0.0,0.0,0.0,2.4024305,2.2512918,0.0,2.2060742,2.3776925,1.4231083,0.0,1.7900914,1.7065647,2.313525,0.0,0.0,0.7654678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1494339,0.0,0.0,1.3762441,1.4492692,1.9657128,0.0,1.9530276,0.0,0.0,1.4303112,0.67803353,0.0,1.1878434,0.0,0.0,2.1341665,1.1878434,2.0281482,1.7083778,2.2353764,2.0281482,2.1529243,1.9110229,1.2837077,0.0,0.0,2.5176964,1.6808279,1.1184149,2.2470725,2.5176964,0.0,0.0,0.0,0.0,0.0,0.0,1.6882491,0.0,0.0,0.0,0.0,1.7351891,2.0781908,1.6770966,0.9202828,2.6152036,1.9796212,0.0,0.0,1.3376292,0.95551145,0.0
1.9139771,1.867176,0.0,2.1306098,0.0,2.0307763,1.1939225,0.0,2.2470725,2.1029139,1.5851452,0.0,0.0,1.5195132,0.20701417,1.5769147,0.14842,2.276241,0.0,0.0,1.2753628,0.0,2.3532782,2.2396452,0.0,2.1860514,2.4283364,1.8625286,1.8389611,1.8389611,1.8870697,2.1724763,1.0043017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.893112,0.0,0.0,0.0,1.5151272,1.9987737,1.3029127,0.0,0.0,0.9593502,0.0,0.0,1.332366,1.1474024,0.0,0.0,2.2905126,0.0,2.1587148,1.5892352,2.252344,2.09433,2.1029139,2.1667655,0.0,0.0,0.0,2.1494339,1.6733513,0.0,2.2823825,2.532903,0.0,2.1270406,0.0,0.0,0.0,1.329724,0.0,0.0,0.0,1.3812819,0.0,2.0630581,1.9919755,1.8293763,1.1151416,2.693275,2.1114247,0.0,0.0,1.166271,0.0,0.0
1.7065647,1.6900958,0.0,2.0215476,1.7474592,1.8885837,1.427916,2.0347056,2.0681279,1.8357763,1.6389967,0.0,0.0,1.4231083,1.2527629,1.1878434,1.5260563,2.316488,0.0,0.0,1.3660916,0.0,2.3758357,2.2935443,0.0,2.1838017,2.3969858,0.0,1.6563215,1.8468788,1.6505798,2.2278616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6974487,0.0,0.0,0.0,2.065596,2.0162354,0.0,1.1184149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1016922,0.84156716,2.1575594,1.3635374,2.2332351,1.978239,2.0162354,1.9530276,0.0,0.0,1.332366,2.272126,1.8277699,1.7934247,2.2246234,2.4989738,1.1085626,2.1186624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2354715,2.024193,0.0,1.3001916,2.6152036,1.6826884,0.0,0.0,0.0,0.0,0.0
1.8033586,2.0068707,0.0,2.1916535,1.8900954,2.0162354,0.0,1.7029283,2.2793164,2.16791,1.733424,1.4060969,0.0,1.83737,1.3635374,1.9329697,1.5195132,2.4773784,0.0,0.0,1.8421357,0.0,2.2803395,2.2396452,0.0,2.2586331,2.5233257,1.9286187,1.3056265,0.5653138,1.7227666,2.5281258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1529243,0.0,0.0,0.0,2.010895,0.0,1.4883996,1.9125011,0.0,0.0,0.0,1.5432981,0.0,0.0,0.0,1.9198595,2.3302002,1.508512,2.1234584,1.9154509,2.3155012,2.184927,2.1317968,2.2803395,2.0794415,0.0,1.9919755,2.1804175,1.8261609,1.1631508,2.1598687,2.5664866,1.0784096,2.1341665,0.0,0.0,0.0,0.0,1.3506672,0.0,0.0,0.0,0.0,1.9487633,1.9242487,2.1029139,1.8437192,2.686486,2.1004689,0.0,0.0,0.0,0.0,0.0
1.0750024,1.7884206,0.0,1.9629077,1.8180767,2.070653,0.0,2.0769384,2.275214,2.182675,1.4632554,0.0,1.5368673,1.3912818,0.0,0.0,1.3029127,2.3702438,0.0,0.0,0.0,0.0,2.4230313,2.2364452,0.5187938,2.207175,2.5463152,1.7595806,1.3137237,1.6677068,1.8099267,2.1747518,0.0,0.0,0.0,1.1631508,0.0,1.5107219,0.0,0.0,0.0,0.0,2.074429,1.5107219,0.0,1.5303947,1.609438,1.5581446,0.0,1.867176,0.0,0.0,0.0,0.78845733,1.5518088,0.0,0.0,0.0,1.9712994,0.0,1.9837563,2.0438144,2.2192035,2.1365304,1.9865036,1.4134231,0.0,0.0,1.5390154,2.5634098,1.137833,0.0,1.9987737,2.5071573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9021075,1.9643112,0.0,0.0,2.6019487,1.8341802,1.1085626,0.0,1.8309802,0.0,0.0
2.004179,1.8357763,0.0,1.5539252,1.52388,2.0719132,0.0,1.442202,2.3075726,2.1972246,1.8531681,0.0,0.0,1.1314021,0.0,1.8779372,1.2412686,2.4898942,0.0,0.0,1.4951488,0.0,2.3758357,2.2575877,0.0,2.2385798,2.4406064,1.1939225,1.5830939,1.8885837,1.8656293,2.4664032,1.1346227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8017098,0.0,2.261763,1.5151272,0.0,0.0,0.0,2.2049723,2.3194423,1.7900914,0.0,0.0,0.0,1.1085626,0.0,0.0,0.0,1.5151272,2.390596,0.86288995,2.09679,1.704748,2.3233676,2.22029,2.1894164,1.4861397,1.5539252,0.0,0.0,2.5533438,1.8594182,1.6272779,2.2741857,2.5603232,0.0,2.182675,0.0,1.660131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.975469,2.0881536,1.2919837,1.2441546,2.6817062,2.1016922,0.0,0.0,0.0,0.0,0.0
2.1065702,1.9139771,0.0,1.8547343,1.8794651,1.8131948,0.0,1.6544113,2.4123359,2.0333977,1.7817091,0.0,0.87962675,1.7800242,0.5653138,1.3635374,1.7227666,2.4379897,0.0,0.0,0.0,0.0,2.4327357,2.3456445,0.81536484,2.3214068,2.4544475,1.9657128,1.899118,1.9530276,1.975469,2.398804,1.327075,0.0,0.0,0.0,0.0,0.0,0.0,1.7681496,0.0,0.0,2.1053529,0.0,0.0,0.0,0.0,1.9810015,0.0,2.0515563,0.0,1.2354715,0.0,1.6808279,0.0,0.0,0.0,0.0,2.2638443,0.0,1.9947003,1.8640801,2.362739,2.2060742,2.2115657,1.8180767,1.2383742,0.0,1.6134299,2.2586331,1.7083778,1.403643,2.296567,2.533697,0.0,2.360854,0.0,0.7371641,0.0,1.141033,0.0,0.0,0.0,0.0,0.0,1.7850705,2.1916535,1.7817091,0.0,2.6959777,2.1222615,0.0,0.0,0.0,0.0,0.0
2.0425181,1.9892433,0.0,0.0,0.0,2.0693913,0.0,2.024193,2.342767,2.2104697,1.7917595,0.0,1.3962446,1.8733394,1.0818052,1.2892326,1.7281095,2.3379521,0.0,0.0,0.0,0.0,2.4595888,2.339881,0.0,2.252344,2.296567,1.3711808,1.5496879,1.8131948,1.5602477,2.266958,0.0,0.0,0.85015094,0.0,0.0,1.410987,0.0,0.0,0.0,0.0,1.6486586,0.0,0.0,0.0,1.8640801,1.9183921,0.0,1.7457155,0.0,0.0,0.0,1.2641268,0.0,0.0,0.0,0.0,2.3674362,0.0,1.9501867,1.6639261,2.261763,2.16791,1.7316556,2.2823825,0.0,0.0,0.0,2.464704,1.512927,1.5665305,2.308567,2.530517,0.0,1.660131,0.0,1.4770488,0.0,1.6714733,1.8357763,0.0,0.0,0.0,0.0,1.9643112,2.2343063,1.7387103,0.0,2.621039,2.0881536,0.0,0.0,1.0296195,1.427916,0.0
1.8531681,1.6733513,0.0,0.0,1.5282278,1.83737,0.0,2.024193,2.3282528,2.1029139,1.7647308,1.1878434,1.5769147,1.7900914,0.0,1.5390154,1.0296195,2.4923787,0.0,0.0,1.4861397,0.0,2.4815679,2.2793164,0.0,2.2772672,2.3749058,0.0,1.541159,1.6351056,1.5107219,2.4132316,1.3454723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0869136,0.0,1.3862944,1.8733394,0.0,0.0,1.5018528,2.1126344,1.6174061,2.0476928,0.0,0.0,1.6937791,0.3435897,0.0,0.0,0.0,0.0,2.1838017,1.1505721,2.0438144,1.7191888,2.2955604,2.1471002,2.0693913,1.686399,0.0,0.0,1.7316556,2.56418,1.9329697,1.607436,2.1282318,2.469793,0.0,2.3331144,0.0,1.6292405,0.0,0.9202828,0.0,0.0,0.0,1.5892352,0.0,1.5062971,2.0451088,1.5892352,1.7613002,2.5945082,2.0906286,0.0,0.0,0.0,0.0,0.0
1.9358598,1.9198595,0.0,2.11505,1.7800242,2.1317968,0.0,2.3005831,2.3282528,2.0831845,1.9892433,0.0,0.0,1.3609766,0.0,1.0367368,1.3787661,2.427454,0.0,0.0,0.0,0.0,2.4849067,2.3887627,0.0,2.1882958,2.5209172,0.0,1.5769147,1.5581446,1.786747,2.4265711,1.329724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20701417,0.0,1.6733513,1.9906104,1.7800242,1.2354715,1.6351056,1.7245507,0.0,2.0881536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2289386,0.0,2.0566845,1.8437192,2.223542,2.2005525,2.1053529,1.957274,1.4231083,0.0,0.0,2.469793,1.6331544,0.0,2.2945528,2.5533438,0.0,2.162173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7647308,2.1341665,1.8687205,1.7137979,2.6440449,1.8640801,0.0,0.0,0.0,0.9820785,0.0
1.7613002,2.0476928,0.0,2.1377103,0.0,1.8148247,0.0,2.1482677,2.276241,2.1186624,1.2892326,0.0,0.0,1.1346227,0.0,1.7766458,0.0,2.4773784,0.0,0.0,1.6253113,0.0,2.5455313,2.2544446,0.0,2.2512918,2.417698,1.9387417,1.954445,1.8976198,1.9169226,2.437116,0.0,0.0,1.3558352,0.0,0.0,0.0,0.0,0.0,1.8625286,0.0,1.425515,1.2059708,1.5368673,0.0,1.3686395,2.1341665,1.2641268,1.9487633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0668628,0.0,2.1961129,1.742219,2.2793164,2.2093728,2.1961129,1.957274,1.7029283,0.0,0.0,2.512846,1.9373018,0.0,2.2884862,2.5095992,0.0,2.0856721,0.0,0.0,0.0,1.0647107,1.7316556,0.0,0.0,0.0,0.0,1.8855534,2.0769384,1.867176,1.7227666,2.6354795,2.1505988,0.0,0.0,0.0,1.0851892,0.0
1.6677068,1.5912739,0.0,2.1329823,1.9530276,0.0,1.5390154,1.9974177,2.207175,2.1090004,1.3609766,0.8241754,0.0,1.5325569,1.5602477,1.9198595,1.5107219,2.4105422,0.0,0.0,1.7681496,0.0,2.4714837,2.3253245,0.0,2.3035846,2.4874036,1.4906543,1.7934247,1.8855534,1.9865036,2.3418057,1.6639261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.099244,0.0,0.0,0.0,1.609438,1.974081,1.2781522,1.9837563,0.0,0.0,0.0,1.3029127,0.0,1.6467336,0.0,0.0,2.107786,1.704748,1.9315214,0.0,2.242835,2.1186624,2.0617867,1.5789787,0.0,0.0,0.0,2.4518669,1.9768549,0.0,2.2027647,2.5120354,1.5706971,2.2813613,0.0,0.0,0.0,1.442202,0.0,0.0,0.0,0.0,0.0,0.0,1.8421357,1.686399,0.0,2.6504211,2.0202222,0.0,0.0,0.0,1.8515995,0.0
2.052841,1.9657128,0.0,2.1459312,1.9487633,2.2289386,0.0,1.5769147,2.2834022,2.1246538,1.660131,0.0,0.0,1.8764069,0.0,1.9865036,1.595339,2.3924258,0.0,0.0,1.9600948,0.0,2.5470986,2.3951643,0.0,2.272126,2.4096441,2.004179,1.9796212,1.704748,1.8656293,2.5439615,0.0,0.0,0.0,0.0,0.0,1.7850705,0.0,0.0,0.0,0.0,0.0,0.0,1.7884206,0.0,1.1281711,2.16791,1.6826884,1.9473377,0.0,0.0,1.773256,0.0,1.7561322,0.0,0.0,0.0,2.2289386,0.0,2.1575594,1.8099267,2.3542283,2.2148461,2.2385798,2.1004689,0.0,0.0,0.0,2.4587338,2.029463,0.0,2.3513753,2.532903,0.0,2.368373,0.0,0.0,0.0,1.6544113,0.0,0.0,1.5539252,0.0,0.0,1.9416152,2.1747518,1.6919391,0.0,2.674838,2.2082744,0.0,0.0,1.686399,0.0,0.0
1.9344158,1.8196988,0.0,1.9629077,1.4906543,2.059239,1.5475625,2.2289386,2.2864556,1.9726912,1.4770488,0.0,1.4724721,1.5644405,0.0,0.0,0.0,2.4087453,0.0,0.0,1.6919391,0.0,2.4159138,2.2874715,0.0,2.1927702,2.4714837,0.0,1.8855534,1.9242487,2.0386195,2.2385798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4350846,0.0,0.0,1.8389611,0.0,0.0,0.0,0.0,2.0881536,1.2669476,1.9213247,0.0,0.0,0.0,0.90825856,0.0,0.0,0.0,0.0,2.107786,1.0224509,2.16791,1.9810015,2.275214,2.0731719,2.0347056,1.9006139,0.0,0.0,1.9110229,1.704748,1.974081,0.0,2.304583,2.4882345,0.0,2.308567,0.0,1.6409366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917595,2.093098,1.6034198,1.6563215,2.6232183,1.7509375,0.0,0.0,0.0,0.0,0.0
